@relation MyRelation

@attribute car_spec {$}
@attribute prec1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute prec2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv3_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute classe {ajout_esp,ajout_alif_ajout_esp}

@data
$,A,-,y,g,$,A,$,g,$,ajout_esp
$,A,-,y,g,$,A,$,w,A,ajout_esp
$,A,-,g,$,y,A,$,y,t,ajout_esp
$,A,-,g,$,y,A,$,n,A,ajout_esp
$,A,-,g,$,y,A,$,w,A,ajout_esp
$,A,-,g,$,-,A,$,g,$,ajout_esp
$,A,-,g,$,t,A,$,$,t,ajout_esp
$,A,-,g,$,w,A,$,w,A,ajout_esp
$,A,-,n,$,k,A,$,$,k,ajout_esp
$,A,-,n,$,k,A,$,w,A,ajout_esp
$,A,-,t,$,k,A,$,$,k,ajout_esp
$,A,-,t,$,k,A,$,w,A,ajout_esp
$,A,-,y,$,k,A,$,$,k,ajout_esp
$,A,-,y,$,k,A,$,w,A,ajout_esp
$,A,-,$,k,y,A,$,y,t,ajout_esp
$,A,-,$,k,y,A,$,n,A,ajout_esp
$,A,-,$,k,y,A,$,w,A,ajout_esp
$,A,-,$,k,-,A,$,$,k,ajout_esp
$,A,-,$,k,t,A,$,k,t,ajout_esp
$,A,-,$,k,w,A,$,w,A,ajout_esp
$,A,-,n,T,f,A,$,T,f,ajout_esp
$,A,-,n,T,f,A,$,w,A,ajout_esp
$,A,-,t,T,f,A,$,T,f,ajout_esp
$,A,-,t,T,f,A,$,w,A,ajout_esp
$,A,-,y,T,f,A,$,T,f,ajout_esp
$,A,-,y,T,f,A,$,w,A,ajout_esp
$,A,-,T,f,y,A,$,y,t,ajout_esp
$,A,-,T,f,y,A,$,n,A,ajout_esp
$,A,-,T,f,y,A,$,w,A,ajout_esp
$,A,-,T,f,-,A,$,T,f,ajout_esp
$,A,-,T,f,t,A,$,f,t,ajout_esp
$,A,-,T,f,w,A,$,w,A,ajout_esp
$,A,-,n,l,z,A,$,l,z,ajout_esp
$,A,-,n,l,z,A,$,w,A,ajout_esp
$,A,-,t,l,z,A,$,l,z,ajout_esp
$,A,-,t,l,z,A,$,w,A,ajout_esp
$,A,-,y,l,z,A,$,l,z,ajout_esp
$,A,-,y,l,z,A,$,w,A,ajout_esp
$,A,-,l,z,y,A,$,y,t,ajout_esp
$,A,-,l,z,y,A,$,n,A,ajout_esp
$,A,-,l,z,y,A,$,w,A,ajout_esp
$,A,-,l,z,-,A,$,l,z,ajout_esp
$,A,-,l,z,t,A,$,z,t,ajout_esp
$,A,-,l,z,w,A,$,w,A,ajout_esp
$,A,-,n,D,r,A,$,D,r,ajout_esp
$,A,-,n,D,r,A,$,w,A,ajout_esp
$,A,-,t,D,r,A,$,D,r,ajout_esp
$,A,-,t,D,r,A,$,w,A,ajout_esp
$,A,-,y,D,r,A,$,D,r,ajout_esp
$,A,-,y,D,r,A,$,w,A,ajout_esp
$,A,-,y,t,D,A,$,D,r,ajout_esp
$,A,-,t,t,D,A,$,D,r,ajout_esp
$,A,-,y,t,D,A,$,w,A,ajout_esp
$,A,-,D,r,y,A,$,y,t,ajout_esp
$,A,-,D,r,y,A,$,n,A,ajout_esp
$,A,-,D,r,y,A,$,w,A,ajout_esp
$,A,-,D,r,-,A,$,D,r,ajout_esp
$,A,-,D,r,t,A,$,r,t,ajout_esp
$,A,-,D,r,w,A,$,w,A,ajout_esp
$,A,-,t,D,r,A,$,r,t,ajout_esp
$,A,-,n,d,q,A,$,d,q,ajout_esp
$,A,-,n,d,q,A,$,w,A,ajout_esp
$,A,-,t,d,q,A,$,d,q,ajout_esp
$,A,-,t,d,q,A,$,w,A,ajout_esp
$,A,-,y,d,q,A,$,d,q,ajout_esp
$,A,-,y,d,q,A,$,w,A,ajout_esp
$,A,-,y,t,d,A,$,d,q,ajout_esp
$,A,-,t,t,d,A,$,d,q,ajout_esp
$,A,-,y,t,d,A,$,w,A,ajout_esp
$,A,-,d,q,y,A,$,y,t,ajout_esp
$,A,-,d,q,y,A,$,n,A,ajout_esp
$,A,-,d,q,y,A,$,w,A,ajout_esp
$,A,-,d,q,-,A,$,d,q,ajout_esp
$,A,-,d,q,t,A,$,q,t,ajout_esp
$,A,-,d,q,w,A,$,w,A,ajout_esp
$,A,-,t,d,q,A,$,q,t,ajout_esp
$,A,-,n,$,q,A,$,$,q,ajout_esp
$,A,-,n,$,q,A,$,w,A,ajout_esp
$,A,-,t,$,q,A,$,$,q,ajout_esp
$,A,-,t,$,q,A,$,w,A,ajout_esp
$,A,-,y,$,q,A,$,$,q,ajout_esp
$,A,-,y,$,q,A,$,w,A,ajout_esp
$,A,-,y,t,$,A,$,$,q,ajout_esp
$,A,-,t,t,$,A,$,$,q,ajout_esp
$,A,-,y,t,$,A,$,w,A,ajout_esp
$,A,-,$,q,y,A,$,y,t,ajout_esp
$,A,-,$,q,y,A,$,n,A,ajout_esp
$,A,-,$,q,y,A,$,w,A,ajout_esp
$,A,-,$,q,-,A,$,$,q,ajout_esp
$,A,-,$,q,t,A,$,q,t,ajout_esp
$,A,-,$,q,w,A,$,w,A,ajout_esp
$,A,-,t,$,q,A,$,q,t,ajout_esp
$,A,-,n,q,S,A,$,q,S,ajout_esp
$,A,-,n,q,S,A,$,w,A,ajout_esp
$,A,-,t,q,S,A,$,q,S,ajout_esp
$,A,-,t,q,S,A,$,w,A,ajout_esp
$,A,-,y,q,S,A,$,q,S,ajout_esp
$,A,-,y,q,S,A,$,w,A,ajout_esp
$,A,-,y,t,q,A,$,q,S,ajout_esp
$,A,-,t,t,q,A,$,q,S,ajout_esp
$,A,-,y,t,q,A,$,w,A,ajout_esp
$,A,-,q,S,y,A,$,y,t,ajout_esp
$,A,-,q,S,y,A,$,n,A,ajout_esp
$,A,-,q,S,y,A,$,w,A,ajout_esp
$,A,-,q,S,-,A,$,q,S,ajout_esp
$,A,-,q,S,t,A,$,S,t,ajout_esp
$,A,-,q,S,w,A,$,w,A,ajout_esp
$,A,-,t,q,S,A,$,S,t,ajout_esp
$,A,-,n,r,$,A,$,r,$,ajout_esp
$,A,-,n,r,$,A,$,w,A,ajout_esp
$,A,-,t,r,$,A,$,r,$,ajout_esp
$,A,-,t,r,$,A,$,w,A,ajout_esp
$,A,-,y,r,$,A,$,r,$,ajout_esp
$,A,-,y,r,$,A,$,w,A,ajout_esp
$,A,-,y,t,r,A,$,r,$,ajout_esp
$,A,-,t,t,r,A,$,r,$,ajout_esp
$,A,-,y,t,r,A,$,w,A,ajout_esp
$,A,-,r,$,y,A,$,y,t,ajout_esp
$,A,-,r,$,y,A,$,n,A,ajout_esp
$,A,-,r,$,y,A,$,w,A,ajout_esp
$,A,-,r,$,-,A,$,r,$,ajout_esp
$,A,-,r,$,t,A,$,$,t,ajout_esp
$,A,-,r,$,w,A,$,w,A,ajout_esp
$,A,-,t,r,$,A,$,$,t,ajout_esp
$,A,-,n,f,k,A,$,f,k,ajout_esp
$,A,-,n,f,k,A,$,w,A,ajout_esp
$,A,-,t,f,k,A,$,f,k,ajout_esp
$,A,-,t,f,k,A,$,w,A,ajout_esp
$,A,-,y,f,k,A,$,f,k,ajout_esp
$,A,-,y,f,k,A,$,w,A,ajout_esp
$,A,-,y,t,f,A,$,f,k,ajout_esp
$,A,-,t,t,f,A,$,f,k,ajout_esp
$,A,-,y,t,f,A,$,w,A,ajout_esp
$,A,-,f,k,y,A,$,y,t,ajout_esp
$,A,-,f,k,y,A,$,n,A,ajout_esp
$,A,-,f,k,y,A,$,w,A,ajout_esp
$,A,-,f,k,-,A,$,f,k,ajout_esp
$,A,-,f,k,t,A,$,k,t,ajout_esp
$,A,-,f,k,w,A,$,w,A,ajout_esp
$,A,-,t,f,k,A,$,k,t,ajout_esp
$,A,-,n,m,S,A,$,m,S,ajout_esp
$,A,-,n,m,S,A,$,w,A,ajout_esp
$,A,-,t,m,S,A,$,m,S,ajout_esp
$,A,-,t,m,S,A,$,w,A,ajout_esp
$,A,-,y,m,S,A,$,m,S,ajout_esp
$,A,-,y,m,S,A,$,w,A,ajout_esp
$,A,-,y,t,m,A,$,m,S,ajout_esp
$,A,-,t,t,m,A,$,m,S,ajout_esp
$,A,-,y,t,m,A,$,w,A,ajout_esp
$,A,-,m,S,y,A,$,y,t,ajout_esp
$,A,-,m,S,y,A,$,n,A,ajout_esp
$,A,-,m,S,y,A,$,w,A,ajout_esp
$,A,-,m,S,-,A,$,m,S,ajout_esp
$,A,-,m,S,t,A,$,S,t,ajout_esp
$,A,-,m,S,w,A,$,w,A,ajout_esp
$,A,-,t,m,S,A,$,S,t,ajout_esp
$,A,-,n,S,b,A,$,S,b,ajout_esp
$,A,-,n,S,b,A,$,w,A,ajout_esp
$,A,-,t,S,b,A,$,S,b,ajout_esp
$,A,-,t,S,b,A,$,w,A,ajout_esp
$,A,-,y,S,b,A,$,S,b,ajout_esp
$,A,-,y,S,b,A,$,w,A,ajout_esp
$,A,-,y,t,S,A,$,S,b,ajout_esp
$,A,-,t,t,S,A,$,S,b,ajout_esp
$,A,-,y,t,S,A,$,w,A,ajout_esp
$,A,-,S,b,y,A,$,y,t,ajout_esp
$,A,-,S,b,y,A,$,n,A,ajout_esp
$,A,-,S,b,y,A,$,w,A,ajout_esp
$,A,-,S,b,-,A,$,S,b,ajout_esp
$,A,-,S,b,t,A,$,b,t,ajout_esp
$,A,-,S,b,w,A,$,w,A,ajout_esp
$,A,-,t,S,b,A,$,b,t,ajout_esp
$,A,-,n,H,T,A,$,H,T,ajout_esp
$,A,-,n,H,T,A,$,w,A,ajout_esp
$,A,-,t,H,T,A,$,H,T,ajout_esp
$,A,-,t,H,T,A,$,w,A,ajout_esp
$,A,-,y,H,T,A,$,H,T,ajout_esp
$,A,-,y,H,T,A,$,w,A,ajout_esp
$,A,-,y,t,H,A,$,H,T,ajout_esp
$,A,-,t,t,H,A,$,H,T,ajout_esp
$,A,-,y,t,H,A,$,w,A,ajout_esp
$,A,-,H,T,y,A,$,y,t,ajout_esp
$,A,-,H,T,y,A,$,n,A,ajout_esp
$,A,-,H,T,y,A,$,w,A,ajout_esp
$,A,-,H,T,-,A,$,H,T,ajout_esp
$,A,-,H,T,t,A,$,T,t,ajout_esp
$,A,-,H,T,w,A,$,w,A,ajout_esp
$,A,-,t,H,T,A,$,T,t,ajout_esp
$,A,-,n,$,w,A,$,w,f,ajout_esp
$,A,-,n,$,w,A,$,w,A,ajout_esp
$,A,-,t,$,w,A,$,w,f,ajout_esp
$,A,-,t,$,w,A,$,w,A,ajout_esp
$,A,-,y,$,w,A,$,w,f,ajout_esp
$,A,-,y,$,w,A,$,w,A,ajout_esp
$,A,-,y,t,$,A,$,A,f,ajout_esp
$,A,-,t,t,$,A,$,A,f,ajout_esp
$,A,-,y,t,$,A,$,w,A,ajout_esp
$,A,-,$,f,t,A,$,f,t,ajout_esp
$,A,-,$,f,n,A,$,n,A,ajout_esp
$,A,-,$,f,t,A,$,w,A,ajout_esp
$,A,-,$,A,f,A,$,A,f,ajout_esp
$,A,-,$,A,f,A,$,f,t,ajout_esp
$,A,-,$,A,f,A,$,w,A,ajout_esp
$,A,-,t,$,A,A,$,A,f,ajout_esp
$,A,-,t,$,A,A,$,f,t,ajout_esp
$,A,-,t,$,A,A,$,w,A,ajout_esp
$,A,-,$,w,f,A,$,w,f,ajout_esp
$,A,-,$,w,f,A,$,w,A,ajout_esp
$,A,-,n,s,w,A,$,w,q,ajout_esp
$,A,-,n,s,w,A,$,w,A,ajout_esp
$,A,-,t,s,w,A,$,w,q,ajout_esp
$,A,-,t,s,w,A,$,w,A,ajout_esp
$,A,-,y,s,w,A,$,w,q,ajout_esp
$,A,-,y,s,w,A,$,w,A,ajout_esp
$,A,-,y,t,s,A,$,A,q,ajout_esp
$,A,-,t,t,s,A,$,A,q,ajout_esp
$,A,-,y,t,s,A,$,w,A,ajout_esp
$,A,-,s,q,t,A,$,q,t,ajout_esp
$,A,-,s,q,n,A,$,n,A,ajout_esp
$,A,-,s,q,t,A,$,w,A,ajout_esp
$,A,-,s,A,q,A,$,A,q,ajout_esp
$,A,-,s,A,q,A,$,q,t,ajout_esp
$,A,-,s,A,q,A,$,w,A,ajout_esp
$,A,-,t,s,A,A,$,A,q,ajout_esp
$,A,-,t,s,A,A,$,q,t,ajout_esp
$,A,-,t,s,A,A,$,w,A,ajout_esp
$,A,-,s,w,q,A,$,w,q,ajout_esp
$,A,-,s,w,q,A,$,w,A,ajout_esp
$,A,-,n,E,w,A,$,w,m,ajout_esp
$,A,-,n,E,w,A,$,w,A,ajout_esp
$,A,-,t,E,w,A,$,w,m,ajout_esp
$,A,-,t,E,w,A,$,w,A,ajout_esp
$,A,-,y,E,w,A,$,w,m,ajout_esp
$,A,-,y,E,w,A,$,w,A,ajout_esp
$,A,-,y,t,E,A,$,A,m,ajout_esp
$,A,-,t,t,E,A,$,A,m,ajout_esp
$,A,-,y,t,E,A,$,w,A,ajout_esp
$,A,-,E,m,t,A,$,m,t,ajout_esp
$,A,-,E,m,n,A,$,n,A,ajout_esp
$,A,-,E,m,t,A,$,w,A,ajout_esp
$,A,-,E,A,m,A,$,A,m,ajout_esp
$,A,-,E,A,m,A,$,m,t,ajout_esp
$,A,-,E,A,m,A,$,w,A,ajout_esp
$,A,-,t,E,A,A,$,A,m,ajout_esp
$,A,-,t,E,A,A,$,m,t,ajout_esp
$,A,-,t,E,A,A,$,w,A,ajout_esp
$,A,-,E,w,m,A,$,w,m,ajout_esp
$,A,-,E,w,m,A,$,w,A,ajout_esp
$,A,-,n,q,w,A,$,w,l,ajout_esp
$,A,-,n,q,w,A,$,w,A,ajout_esp
$,A,-,t,q,w,A,$,w,l,ajout_esp
$,A,-,t,q,w,A,$,w,A,ajout_esp
$,A,-,y,q,w,A,$,w,l,ajout_esp
$,A,-,y,q,w,A,$,w,A,ajout_esp
$,A,-,y,t,q,A,$,A,l,ajout_esp
$,A,-,t,t,q,A,$,A,l,ajout_esp
$,A,-,y,t,q,A,$,w,A,ajout_esp
$,A,-,q,l,t,A,$,l,t,ajout_esp
$,A,-,q,l,n,A,$,n,A,ajout_esp
$,A,-,q,l,t,A,$,w,A,ajout_esp
$,A,-,q,A,l,A,$,A,l,ajout_esp
$,A,-,q,A,l,A,$,l,t,ajout_esp
$,A,-,q,A,l,A,$,w,A,ajout_esp
$,A,-,t,q,A,A,$,A,l,ajout_esp
$,A,-,t,q,A,A,$,l,t,ajout_esp
$,A,-,t,q,A,A,$,w,A,ajout_esp
$,A,-,q,w,l,A,$,w,l,ajout_esp
$,A,-,q,w,l,A,$,w,A,ajout_esp
$,A,-,n,q,w,A,$,w,m,ajout_esp
$,A,-,n,q,w,A,$,w,A,ajout_esp
$,A,-,t,q,w,A,$,w,m,ajout_esp
$,A,-,y,q,w,A,$,w,m,ajout_esp
$,A,-,y,q,w,A,$,w,A,ajout_esp
$,A,-,y,t,q,A,$,A,m,ajout_esp
$,A,-,t,t,q,A,$,A,m,ajout_esp
$,A,-,y,t,q,A,$,w,A,ajout_esp
$,A,-,q,m,t,A,$,m,t,ajout_esp
$,A,-,q,m,n,A,$,n,A,ajout_esp
$,A,-,q,m,t,A,$,w,A,ajout_esp
$,A,-,q,A,m,A,$,A,m,ajout_esp
$,A,-,q,A,m,A,$,m,t,ajout_esp
$,A,-,q,A,m,A,$,w,A,ajout_esp
$,A,-,t,q,A,A,$,A,m,ajout_esp
$,A,-,t,q,A,A,$,m,t,ajout_esp
$,A,-,t,q,A,A,$,w,A,ajout_esp
$,A,-,q,w,m,A,$,w,m,ajout_esp
$,A,-,q,w,m,A,$,w,A,ajout_esp
$,A,-,n,s,w,A,$,w,m,ajout_esp
$,A,-,n,s,w,A,$,w,A,ajout_esp
$,A,-,t,s,w,A,$,w,m,ajout_esp
$,A,-,t,s,w,A,$,w,A,ajout_esp
$,A,-,y,s,w,A,$,w,m,ajout_esp
$,A,-,y,s,w,A,$,w,A,ajout_esp
$,A,-,y,t,s,A,$,A,m,ajout_esp
$,A,-,t,t,s,A,$,A,m,ajout_esp
$,A,-,y,t,s,A,$,w,A,ajout_esp
$,A,-,s,m,t,A,$,m,t,ajout_esp
$,A,-,s,m,n,A,$,n,A,ajout_esp
$,A,-,s,m,t,A,$,w,A,ajout_esp
$,A,-,s,A,m,A,$,A,m,ajout_esp
$,A,-,s,A,m,A,$,m,t,ajout_esp
$,A,-,s,A,m,A,$,w,A,ajout_esp
$,A,-,t,s,A,A,$,A,m,ajout_esp
$,A,-,t,s,A,A,$,m,t,ajout_esp
$,A,-,t,s,A,A,$,w,A,ajout_esp
$,A,-,s,w,m,A,$,w,m,ajout_esp
$,A,-,s,w,m,A,$,w,A,ajout_esp
$,A,-,n,x,w,A,$,w,n,ajout_esp
$,A,-,n,x,w,A,$,w,A,ajout_esp
$,A,-,t,x,w,A,$,w,n,ajout_esp
$,A,-,t,x,w,A,$,w,A,ajout_esp
$,A,-,y,x,w,A,$,w,n,ajout_esp
$,A,-,y,x,w,A,$,w,A,ajout_esp
$,A,-,y,t,x,A,$,A,n,ajout_esp
$,A,-,t,t,x,A,$,A,n,ajout_esp
$,A,-,y,t,x,A,$,w,A,ajout_esp
$,A,-,x,n,t,A,$,n,t,ajout_esp
$,A,-,x,n,n,A,$,n,A,ajout_esp
$,A,-,x,n,t,A,$,w,A,ajout_esp
$,A,-,x,A,n,A,$,A,n,ajout_esp
$,A,-,x,A,n,A,$,n,t,ajout_esp
$,A,-,x,A,n,A,$,w,A,ajout_esp
$,A,-,t,x,A,A,$,A,n,ajout_esp
$,A,-,t,x,A,A,$,n,t,ajout_esp
$,A,-,t,x,A,A,$,w,A,ajout_esp
$,A,-,x,w,n,A,$,w,n,ajout_esp
$,A,-,x,w,n,A,$,w,A,ajout_esp
$,A,-,n,*,w,A,$,w,q,ajout_esp
$,A,-,n,*,w,A,$,w,A,ajout_esp
$,A,-,t,*,w,A,$,w,q,ajout_esp
$,A,-,t,*,w,A,$,w,A,ajout_esp
$,A,-,y,*,w,A,$,w,q,ajout_esp
$,A,-,y,*,w,A,$,w,A,ajout_esp
$,A,-,y,t,*,A,$,A,q,ajout_esp
$,A,-,t,t,*,A,$,A,q,ajout_esp
$,A,-,y,t,*,A,$,w,A,ajout_esp
$,A,-,*,q,t,A,$,q,t,ajout_esp
$,A,-,*,q,n,A,$,n,A,ajout_esp
$,A,-,*,q,t,A,$,w,A,ajout_esp
$,A,-,*,A,q,A,$,A,q,ajout_esp
$,A,-,*,A,q,A,$,q,t,ajout_esp
$,A,-,*,A,q,A,$,w,A,ajout_esp
$,A,-,t,*,A,A,$,A,q,ajout_esp
$,A,-,t,*,A,A,$,q,t,ajout_esp
$,A,-,t,*,A,A,$,w,A,ajout_esp
$,A,-,*,w,q,A,$,w,q,ajout_esp
$,A,-,*,w,q,A,$,w,A,ajout_esp
$,A,-,n,q,w,A,$,w,d,ajout_esp
$,A,-,n,q,w,A,$,w,A,ajout_esp
$,A,-,t,q,w,A,$,w,d,ajout_esp
$,A,-,t,q,w,A,$,w,A,ajout_esp
$,A,-,y,q,w,A,$,w,d,ajout_esp
$,A,-,y,q,w,A,$,w,A,ajout_esp
$,A,-,y,t,q,A,$,A,d,ajout_esp
$,A,-,t,t,q,A,$,A,d,ajout_esp
$,A,-,y,t,q,A,$,w,A,ajout_esp
$,A,-,q,d,t,A,$,d,t,ajout_esp
$,A,-,q,d,n,A,$,n,A,ajout_esp
$,A,-,q,d,t,A,$,w,A,ajout_esp
$,A,-,q,A,d,A,$,A,d,ajout_esp
$,A,-,q,A,d,A,$,d,t,ajout_esp
$,A,-,q,A,d,A,$,w,A,ajout_esp
$,A,-,t,q,A,A,$,A,d,ajout_esp
$,A,-,t,q,A,A,$,d,t,ajout_esp
$,A,-,t,q,A,A,$,w,A,ajout_esp
$,A,-,q,w,d,A,$,w,d,ajout_esp
$,A,-,q,w,d,A,$,w,A,ajout_esp
$,A,-,y,d,w,A,$,w,r,ajout_esp
$,A,-,t,d,w,A,$,w,r,ajout_esp
$,A,-,y,d,w,A,$,w,A,ajout_esp
$,A,-,d,A,r,A,$,A,r,ajout_esp
$,A,-,d,A,r,A,$,r,t,ajout_esp
$,A,-,d,A,r,A,$,w,A,ajout_esp
$,A,-,n,*,w,A,$,w,b,ajout_esp
$,A,-,y,*,w,A,$,w,b,ajout_esp
$,A,-,t,*,w,A,$,w,b,ajout_esp
$,A,-,y,*,w,A,$,w,A,ajout_esp
$,A,-,*,A,b,A,$,A,b,ajout_esp
$,A,-,*,A,b,A,$,b,t,ajout_esp
$,A,-,*,A,b,A,$,w,A,ajout_esp
$,A,-,y,f,w,A,$,w,H,ajout_esp
$,A,-,t,f,w,A,$,w,H,ajout_esp
$,A,-,y,f,w,A,$,w,A,ajout_esp
$,A,-,f,A,H,A,$,A,H,ajout_esp
$,A,-,f,A,H,A,$,H,t,ajout_esp
$,A,-,f,A,H,A,$,w,A,ajout_esp
$,A,-,n,r,j,A,$,j,E,ajout_esp
$,A,-,n,r,j,A,$,w,A,ajout_esp
$,A,-,t,r,j,A,$,j,E,ajout_esp
$,A,-,t,r,j,A,$,w,A,ajout_esp
$,A,-,y,r,j,A,$,j,E,ajout_esp
$,A,-,y,r,j,A,$,w,A,ajout_esp
$,A,-,r,j,E,A,$,E,t,ajout_esp
$,A,-,r,j,E,A,$,n,A,ajout_esp
$,A,-,r,j,E,A,$,w,A,ajout_esp
$,A,-,r,j,E,A,$,j,E,ajout_esp
$,A,-,r,j,E,A,$,w,A,ajout_esp
$,A,-,>,r,j,A,$,j,E,ajout_esp
$,A,-,>,r,j,A,$,w,A,ajout_esp
