@relation MyRelation

@attribute car_spec {E}
@attribute prec1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute prec2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv3_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute classe {ajout_esp,rempwh,ajout_esp_rempwh,supp_l,ajout_esp_ajout_l,ajout_esp_ajout_l_remplwh}

@data
l,t,A,l,y,-,y,t,l,y,ajout_esp
l,t,A,l,y,-,t,q,l,y,ajout_esp
l,t,A,l,y,-,A,t,l,y,ajout_esp
l,z,A,l,y,-,n,t,l,y,ajout_esp
l,z,A,l,y,-,t,t,l,y,ajout_esp
l,z,A,l,y,-,t,n,l,y,ajout_esp
l,z,A,l,y,-,A,t,l,y,ajout_esp
l,m,A,l,y,-,n,t,l,y,ajout_esp
l,m,A,l,y,-,t,t,l,y,ajout_esp
l,m,A,l,y,-,y,t,l,y,ajout_esp
l,m,A,l,y,-,t,E,l,y,ajout_esp
l,m,A,l,y,-,A,t,l,y,ajout_esp
l,t,H,l,y,-,n,H,l,y,ajout_esp
l,t,H,l,y,-,t,H,l,y,ajout_esp
l,t,H,l,y,-,y,H,l,y,ajout_esp
l,t,H,l,y,-,A,H,l,y,ajout_esp
l,f,t,l,y,-,n,H,l,y,ajout_esp
l,f,t,l,y,-,t,H,l,y,ajout_esp
l,f,t,l,y,-,y,H,l,y,ajout_esp
l,f,t,l,y,-,A,H,l,y,ajout_esp
l,g,t,l,y,-,n,s,l,y,ajout_esp
l,g,t,l,y,-,t,s,l,y,ajout_esp
l,g,t,l,y,-,y,s,l,y,ajout_esp
l,g,t,l,y,-,A,s,l,y,ajout_esp
l,h,s,l,y,-,n,s,l,y,ajout_esp
l,h,s,l,y,-,t,s,l,y,ajout_esp
l,h,s,l,y,-,y,s,l,y,ajout_esp
l,h,s,l,y,-,A,s,l,y,ajout_esp
l,j,E,l,y,-,n,s,l,y,ajout_esp
l,j,E,l,y,-,t,s,l,y,ajout_esp
l,j,E,l,y,-,y,s,l,y,ajout_esp
l,j,E,l,y,-,A,s,l,y,ajout_esp
l,m,E,l,y,-,n,s,l,y,ajout_esp
l,m,E,l,y,-,t,s,l,y,ajout_esp
l,m,E,l,y,-,y,s,l,y,ajout_esp
l,m,E,l,y,-,A,s,l,y,ajout_esp
l,b,q,l,y,-,n,s,l,y,ajout_esp
l,b,q,l,y,-,t,s,l,y,ajout_esp
l,b,q,l,y,-,y,s,l,y,ajout_esp
l,b,q,l,y,-,A,s,l,y,ajout_esp
l,T,n,l,n,A,n,T,n,A,ajout_esp
l,T,t,l,n,A,t,T,n,A,ajout_esp
l,T,y,l,n,A,y,T,n,A,ajout_esp
l,T,-,l,n,A,T,l,n,A,ajout_esp
l,w,q,l,n,A,n,q,n,A,ajout_esp
l,w,q,l,n,A,t,q,n,A,ajout_esp
l,w,q,l,n,A,y,q,n,A,ajout_esp
l,A,q,l,n,A,y,t,n,A,ajout_esp
l,A,q,l,n,A,t,t,n,A,ajout_esp
l,A,q,l,n,A,q,A,n,A,ajout_esp
l,A,q,l,n,A,t,q,n,A,ajout_esp
l,w,q,l,n,A,q,w,n,A,ajout_esp
l,>,s,l,n,A,n,s,n,A,ajout_esp
l,>,s,l,n,A,t,s,n,A,ajout_esp
l,>,s,l,n,A,y,s,n,A,ajout_esp
l,>,s,l,n,A,s,>,n,A,ajout_esp
l,>,s,l,n,A,A,s,n,A,ajout_esp
l,k,A,l,n,A,n,A,n,A,ajout_esp
l,k,A,l,n,A,t,A,n,A,ajout_esp
l,k,A,l,n,A,y,A,n,A,ajout_esp
l,k,A,l,n,A,y,t,n,A,ajout_esp
l,k,A,l,n,A,t,t,n,A,ajout_esp
l,w,k,l,n,A,k,w,n,A,ajout_esp
l,y,m,l,n,A,n,m,n,A,ajout_esp
l,y,m,l,n,A,t,m,n,A,ajout_esp
l,y,m,l,n,A,y,m,n,A,ajout_esp
l,A,m,l,n,A,m,A,n,A,ajout_esp
l,y,m,l,n,A,m,y,n,A,ajout_esp
l,H,n,l,n,A,n,H,n,A,ajout_esp
l,H,t,l,n,A,t,H,n,A,ajout_esp
l,H,y,l,n,A,y,H,n,A,ajout_esp
l,H,t,l,n,A,y,t,n,A,ajout_esp
l,H,t,l,n,A,t,t,n,A,ajout_esp
l,H,-,l,n,A,H,l,n,A,ajout_esp
l,*,n,l,n,A,n,*,n,A,ajout_esp
l,*,t,l,n,A,t,*,n,A,ajout_esp
l,*,y,l,n,A,y,*,n,A,ajout_esp
l,*,t,l,n,A,y,t,n,A,ajout_esp
l,*,t,l,n,A,t,t,n,A,ajout_esp
l,*,-,l,n,A,*,l,n,A,ajout_esp
l,b,n,l,n,A,n,b,n,A,ajout_esp
l,b,t,l,n,A,t,b,n,A,ajout_esp
l,b,y,l,n,A,y,b,n,A,ajout_esp
l,b,t,l,n,A,y,t,n,A,ajout_esp
l,b,t,l,n,A,t,t,n,A,ajout_esp
l,b,-,l,n,A,b,l,n,A,ajout_esp
l,$,n,l,n,A,n,$,n,A,ajout_esp
l,$,t,l,n,A,t,$,n,A,ajout_esp
l,$,y,l,n,A,y,$,n,A,ajout_esp
l,$,t,l,n,A,y,t,n,A,ajout_esp
l,$,t,l,n,A,t,t,n,A,ajout_esp
l,$,-,l,n,A,$,l,n,A,ajout_esp
l,x,d,l,n,A,n,d,n,A,ajout_esp
l,x,d,l,n,A,t,d,n,A,ajout_esp
l,x,d,l,n,A,y,d,n,A,ajout_esp
l,x,d,l,n,A,d,x,n,A,ajout_esp
l,x,d,l,n,A,>,d,n,A,ajout_esp
l,d,E,l,n,A,n,E,n,A,ajout_esp
l,d,E,l,n,A,t,E,n,A,ajout_esp
l,d,E,l,n,A,y,E,n,A,ajout_esp
l,d,E,l,n,A,E,d,n,A,ajout_esp
l,d,E,l,n,A,>,E,n,A,ajout_esp
l,m,E,l,n,A,n,E,n,A,ajout_esp
l,m,E,l,n,A,t,E,n,A,ajout_esp
l,m,E,l,n,A,y,E,n,A,ajout_esp
l,m,E,l,n,A,E,m,n,A,ajout_esp
l,m,E,l,n,A,>,E,n,A,ajout_esp
l,f,g,l,n,A,n,g,n,A,ajout_esp
l,f,g,l,n,A,t,g,n,A,ajout_esp
l,f,g,l,n,A,y,g,n,A,ajout_esp
l,f,g,l,n,A,g,f,n,A,ajout_esp
l,f,g,l,n,A,>,g,n,A,ajout_esp
l,m,E,l,n,A,y,t,n,A,ajout_esp
l,m,E,l,n,A,t,t,n,A,ajout_esp
l,s,g,l,n,A,n,g,n,A,ajout_esp
l,s,g,l,n,A,t,g,n,A,ajout_esp
l,s,g,l,n,A,y,g,n,A,ajout_esp
l,s,g,l,n,A,y,t,n,A,ajout_esp
l,s,g,l,n,A,t,t,n,A,ajout_esp
l,s,g,l,n,A,g,s,n,A,ajout_esp
l,s,g,l,n,A,>,g,n,A,ajout_esp
l,$,f,l,n,A,n,f,n,A,ajout_esp
l,$,f,l,n,A,t,f,n,A,ajout_esp
l,$,f,l,n,A,y,f,n,A,ajout_esp
l,$,f,l,n,A,f,$,n,A,ajout_esp
l,$,f,l,n,A,A,f,n,A,ajout_esp
l,z,n,l,n,A,n,n,n,A,ajout_esp
l,z,n,l,n,A,t,n,n,A,ajout_esp
l,z,n,l,n,A,y,n,n,A,ajout_esp
l,z,n,l,n,A,n,z,n,A,ajout_esp
l,z,n,l,n,A,A,n,n,A,ajout_esp
l,f,g,l,n,A,A,g,n,A,ajout_esp
l,b,*,l,n,A,n,*,n,A,ajout_esp
l,b,*,l,n,A,t,*,n,A,ajout_esp
l,b,*,l,n,A,y,*,n,A,ajout_esp
l,b,*,l,n,A,*,b,n,A,ajout_esp
l,b,*,l,n,A,A,*,n,A,ajout_esp
l,b,q,l,n,A,n,q,n,A,ajout_esp
